Gene,Virulence_factor,Species
fliG, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
fliF, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
fliE, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
motB, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
motC, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
flhF, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
flhA, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
flhB, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
fliR, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
fliQ, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
fliP, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
fliO, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
fliN, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
fliM, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
LPG_RS02380, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
fleQ, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
flgN, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
flgM, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
flgJ, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
flaG, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
fliK, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
fliI, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
fleR/flrC, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
fleS/flrB, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
LPG_RS08925, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
fleN, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
motA, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
motB, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
LPG_RS13035, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
LPG_RS14985, Motility ,VFC0204)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
actA, Motility ,VFC0204)] [Listeria monocytogenes EGD-e]
flgC, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
flgD, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
flgE, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
flgF, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
flgG, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
flgH, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
flgI, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
flgJ, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
flgK, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
flgL, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliC, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliD, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fleQ, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fleR, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliE, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliF, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliG, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliH, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliI, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliJ, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliM, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliN, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliO, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliP, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliQ, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliR, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
flhB, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
flhA, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
flhF, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fleN, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
flgB, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fleI/flaG, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliS, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fleP/fliT, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fleS, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliK, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliL, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
fliA, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
flgA, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
flgM, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
flgN, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
motB, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
motA, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
motC, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
motD, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
motY, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
cheY, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
cheZ, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
PA1458, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
PA1459, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
PA1464, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
PA3348, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
PA3349, Motility ,VFC0204)] [Pseudomonas aeruginosa PAO1]
rickA, Motility ,VFC0204)] [Rickettsia conorii str. Malish 7]
sca2, Motility ,VFC0204)] [Rickettsia typhi str. Wilmington]
flaC, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flaA, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flgL, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flgK, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flgJ, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flgI, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flgH, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flgG, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flgF, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flgE, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flgD, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flgC, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flgB, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
cheR, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
cheV, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flgA, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flgM, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flgN, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flhB, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliR, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliQ, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliP, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliO, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliN, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliM, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliL, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliK, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliJ, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliI, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliH, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliG, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliF, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliE, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fleR/flrC, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fleS/flrB, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flrA, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliS, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flaI, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliD, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flaG, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flaB, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flaD, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flaE, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
cheW, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
cheB, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
cheA, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
cheZ, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
cheY, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliA, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fleN/flhG, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flhF, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flhA, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
motA, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
motB, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
motY, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
motX, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flgP, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flgO, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
flgT, Motility ,VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961]
fliZ, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliA, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliB, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliC, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliC, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliC, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliD, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliS, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliT, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliE, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliF, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliG, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliH, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliI, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliJ, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliK, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliL, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliM, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliN, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliO, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliP, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliQ, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
fliR, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flgL, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flgK, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flgJ, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flgI, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flgH, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flgG, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flgF, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flgE, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flgD, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flgC, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flgB, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flgA, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flgM, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flgN, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flhE, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flhA, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flhB, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flhC, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
flhD, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
cheZ, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
cheY, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
cheB, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
cheR, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
cheD, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
cheW, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
cheA, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
motB, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
motA, Motility ,VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]
plc1, Exotoxin ,VFC0235)] [Acinetobacter baumannii ACICU]
plc2, Exotoxin ,VFC0235)] [Acinetobacter baumannii ACICU]
plcD, Exotoxin ,VFC0235)] [Acinetobacter baumannii ACICU]
aerA/act, Exotoxin ,VFC0235)] [Aeromonas hydrophila ML09-119]
MARTX, Exotoxin ,VFC0235)] [Aeromonas hydrophila ML09-119]
lef, Exotoxin ,VFC0235)] [Bacillus anthracis str. Sterne]
pagA, Exotoxin ,VFC0235)] [Bacillus anthracis str. Sterne]
cya, Exotoxin ,VFC0235)] [Bacillus anthracis str. Sterne]
alo, Exotoxin ,VFC0235)] [Bacillus anthracis str. Sterne]
nheA, Exotoxin ,VFC0235)] [Bacillus anthracis str. Sterne]
nheB, Exotoxin ,VFC0235)] [Bacillus anthracis str. Sterne]
cesD, Exotoxin ,VFC0235)] [Bacillus cereus AH187]
cesC, Exotoxin ,VFC0235)] [Bacillus cereus AH187]
cesB, Exotoxin ,VFC0235)] [Bacillus cereus AH187]
cesA, Exotoxin ,VFC0235)] [Bacillus cereus AH187]
cesT, Exotoxin ,VFC0235)] [Bacillus cereus AH187]
cesP, Exotoxin ,VFC0235)] [Bacillus cereus AH187]
cesH, Exotoxin ,VFC0235)] [Bacillus cereus AH187]
cytK, Exotoxin ,VFC0235)] [Bacillus cereus ATCC 10987]
hblA, Exotoxin ,VFC0235)] [Bacillus cereus ATCC 14579]
hblD, Exotoxin ,VFC0235)] [Bacillus cereus ATCC 14579]
hblC, Exotoxin ,VFC0235)] [Bacillus cereus ATCC 14579]
cer, Exotoxin ,VFC0235)] [Bacillus cereus G9241]
ptxA, Exotoxin ,VFC0235)] [Bordetella pertussis Tohama I]
ptxB, Exotoxin ,VFC0235)] [Bordetella pertussis Tohama I]
ptxD, Exotoxin ,VFC0235)] [Bordetella pertussis Tohama I]
ptxE, Exotoxin ,VFC0235)] [Bordetella pertussis Tohama I]
ptxC, Exotoxin ,VFC0235)] [Bordetella pertussis Tohama I]
cyaA, Exotoxin ,VFC0235)] [Bordetella pertussis Tohama I]
dnt, Exotoxin ,VFC0235)] [Bordetella pertussis Tohama I]
cyaC, Exotoxin ,VFC0235)] [Bordetella pertussis Tohama I]
cyaB, Exotoxin ,VFC0235)] [Bordetella pertussis Tohama I]
cyaD, Exotoxin ,VFC0235)] [Bordetella pertussis Tohama I]
cyaE, Exotoxin ,VFC0235)] [Bordetella pertussis Tohama I]
cdtC, Exotoxin ,VFC0235)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
cdtB, Exotoxin ,VFC0235)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
cdtA, Exotoxin ,VFC0235)] [Campylobacter jejuni subsp. jejuni NCTC 11168]
bont, Exotoxin ,VFC0235)] [Clostridium botulinum A str. ATCC 3502]
bont, Exotoxin ,VFC0235)] [Clostridium botulinum B1 str. Okra]
C3bot2, Exotoxin ,VFC0235)] [Clostridium botulinum C str. Eklund]
bont, Exotoxin ,VFC0235)] [Clostridium botulinum C str. Stockholm]
C3bot1, Exotoxin ,VFC0235)] [Clostridium botulinum D str. 1873]
bont, Exotoxin ,VFC0235)] [Clostridium botulinum D str. CB16]
bont, Exotoxin ,VFC0235)] [Clostridium botulinum E str. 35396]
bont, Exotoxin ,VFC0235)] [Clostridium botulinum F str. Langeland]
bont, Exotoxin ,"VFC0235)] [Clostridium botulinum G str. 113/30, NCFB 3012]"
toxA, Exotoxin ,VFC0235)] [Clostridium difficile 630]
toxB, Exotoxin ,VFC0235)] [Clostridium difficile 630]
cdtA, Exotoxin ,VFC0235)] [Clostridium difficile 630]
C3lim, Exotoxin ,VFC0235)] [Clostridium limosum str. 2]
iap, Exotoxin ,VFC0235)] [Clostridium perfringens E str. NCIB 10748]
ibp, Exotoxin ,VFC0235)] [Clostridium perfringens E str. NCIB 10748]
cpe, Exotoxin ,VFC0235)] [Clostridium perfringens SM101]
pfoA, Exotoxin ,VFC0235)] [Clostridium perfringens str. 13]
cpb2, Exotoxin ,VFC0235)] [Clostridium perfringens str. 13]
netB, Exotoxin ,VFC0235)] [Clostridium perfringens str. GrE ABAT]
tetX, Exotoxin ,VFC0235)] [Clostridium tetani E88]
tox, Exotoxin ,VFC0235)] [Corynebacterium diphtheriae NCTC 13129]
cylR1, Exotoxin ,VFC0235)] [Enterococcus faecalis str. MMH594]
cylB, Exotoxin ,VFC0235)] [Enterococcus faecalis str. MMH594]
cylA, Exotoxin ,VFC0235)] [Enterococcus faecalis str. MMH594]
cylI, Exotoxin ,VFC0235)] [Enterococcus faecalis str. MMH594]
cylR2, Exotoxin ,VFC0235)] [Enterococcus faecalis str. MMH594]
cylL, Exotoxin ,VFC0235)] [Enterococcus faecalis str. MMH594]
cylS, Exotoxin ,VFC0235)] [Enterococcus faecalis str. MMH594]
cylM, Exotoxin ,VFC0235)] [Enterococcus faecalis str. MMH594]
hlyC, Exotoxin ,VFC0235)] [Escherichia coli CFT073]
hlyA, Exotoxin ,VFC0235)] [Escherichia coli CFT073]
hlyB, Exotoxin ,VFC0235)] [Escherichia coli CFT073]
hlyD, Exotoxin ,VFC0235)] [Escherichia coli CFT073]
cdtA, Exotoxin ,VFC0235)] [Escherichia coli O157:H str. 493/89]
cdtB, Exotoxin ,VFC0235)] [Escherichia coli O157:H str. 493/89]
cdtC, Exotoxin ,VFC0235)] [Escherichia coli O157:H str. 493/89]
stx1A, Exotoxin ,VFC0235)] [Escherichia coli O157:H7 str. EDL933]
stx1B, Exotoxin ,VFC0235)] [Escherichia coli O157:H7 str. EDL933]
stx2A, Exotoxin ,VFC0235)] [Escherichia coli O157:H7 str. EDL933]
stx2B, Exotoxin ,VFC0235)] [Escherichia coli O157:H7 str. EDL933]
hlyA, Exotoxin ,VFC0235)] [Escherichia coli O157:H7 str. EDL933]
hlyB, Exotoxin ,VFC0235)] [Escherichia coli O157:H7 str. EDL933]
hlyC, Exotoxin ,VFC0235)] [Escherichia coli O157:H7 str. EDL933]
hlyD, Exotoxin ,VFC0235)] [Escherichia coli O157:H7 str. EDL933]
set1A, Exotoxin ,VFC0235)] [Escherichia coli O44:H18 042]
set1B, Exotoxin ,VFC0235)] [Escherichia coli O44:H18 042]
east1, Exotoxin ,VFC0235)] [Escherichia coli ONT:HND str. A16]
cnf1, Exotoxin ,VFC0235)] [Escherichia coli str. E-B35]
cnf1, Exotoxin ,VFC0235)] [Escherichia coli UTI89]
vacA, Exotoxin ,VFC0235)] [Helicobacter pylori 26695]
clbA, Exotoxin ,VFC0235)] [Klebsiella pneumoniae subsp. pneumoniae 1084]
clbB, Exotoxin ,VFC0235)] [Klebsiella pneumoniae subsp. pneumoniae 1084]
clbC, Exotoxin ,VFC0235)] [Klebsiella pneumoniae subsp. pneumoniae 1084]
clbD, Exotoxin ,VFC0235)] [Klebsiella pneumoniae subsp. pneumoniae 1084]
clbE, Exotoxin ,VFC0235)] [Klebsiella pneumoniae subsp. pneumoniae 1084]
